,Symbol,Name,Industry,IndustryCode
428,BECN,Beacon Roofing Supply Inc,주택건설,532030
429,MNDY,Monday.Com Ltd,소프트웨어 및 IT서비스,572010
430,TWNK,Hostess Brands Inc Class A,식품 및 담배,541020
431,MSPR,MSP Recovery Inc Class A,보험,553010
432,ICUI,ICU Medical Inc,헬스케어 장비 및 용품,561010
433,MRVI,Maravai LifeSciences Holdings Inc Class A,생명과학 및 메디컬 리서치,562020
434,PINC,Premier Inc Class A,헬스케어 업체 및 서비스,561020
435,ABCM,Abcam PLC ADR,제약,562010
436,ROIV,Roivant Sciences Ltd,생명과학 및 메디컬 리서치,562020
437,ABCB,Ameris Bancorp,은행,551010
438,BHF,Brighthouse Financial Inc,보험,553010
439,NTRA,Natera Inc,헬스케어 장비 및 용품,561010
440,BL,Blackline Inc,소프트웨어 및 IT서비스,572010
441,PECO,Phillips Edison & Co Inc,주택 및 상업용 리츠,601020
442,AIMC,Altra Industrial Motion Corp,"건설장비 및 대형차, 기차, 배",521020
443,CYTK,Cytokinetics Inc,생명과학 및 메디컬 리서치,562020
444,ABCL,Abcellera Biologics Inc,생명과학 및 메디컬 리서치,562020
445,DIOD,Diodes Inc,반도체 및 반도체 장비,571010
446,ARWR,Arrowhead Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
447,VIR,Vir Biotechnology Inc,생명과학 및 메디컬 리서치,562020
448,FRHC,Freedom Holding Corp,투자은행 및 서비스,551020
449,SGML,Sigma Lithium Corp,메탈&마이닝,512010
450,SFM,Sprouts Farmers Market Inc,식품 및 약품소매,543010
451,AZTA,Azenta Inc,생명과학 및 메디컬 리서치,562020
452,PCVX,Vaxcyte Inc,생명과학 및 메디컬 리서치,562020
453,SPT,Sprout Social Inc Class A,소프트웨어 및 IT서비스,572010
454,PLTK,Playtika Holding Corp,소프트웨어 및 IT서비스,572010
455,BRP,BRP Group Inc Class A,보험,553010
456,PPBI,Pacific Premier Bancorp Inc,은행,551010
457,PGNY,Progyny Inc,헬스케어 업체 및 서비스,561020
458,CATY,Cathay General Bancorp,은행,551010
459,HRMY,Harmony Biosciences Holdings Inc,제약,562010
460,ASO,Academy Sports and Outdoors Inc,전문품 상점,534030
461,NSIT,Insight Enterprises Inc,"컴퓨터, 전화 및 가전제품",571060
462,OLLI,Ollie's Bargain Outlet Holdings Inc,다양한 소매업,534020
463,FHB,First Hawaiian Inc,은행,551010
464,ONEM,1Life Healthcare Inc,헬스케어 업체 및 서비스,561020
465,EBC,Eastern Bankshares Inc,은행,551010
466,NEOG,Neogen Corp,헬스케어 장비 및 용품,561010
467,SYNH,Syneos Health Inc Class A,생명과학 및 메디컬 리서치,562020
468,PTON,Peloton Interactive Inc Class A,레저 상품,532050
469,OLPX,Olaplex Holdings Inc,"개인, 가정 용품 및 서비스",542010
470,NWS,News Corp Class B,미디어 및 출판,533020
471,LOPE,Grand Canyon Education Inc,교육서비스,631010
472,DUOL,Duolingo Inc Class A,소프트웨어 및 IT서비스,572010
473,BANF,BancFirst Corp,은행,551010
474,RUM,Rumble Inc Class A,기타 금융업,556010
475,EVO,Evotec SE ADR,생명과학 및 메디컬 리서치,562020
476,GLBE,Global-E Online Ltd,소프트웨어 및 IT서비스,572010
477,STEP,StepStone Group Inc Class A,투자은행 및 서비스,551020
478,IBOC,International Bancshares Corp,은행,551010
479,LBTYA,Liberty Global PLC Class A,통신 서비스,574010
480,AEIS,Advanced Energy Industries Inc,"건설장비 및 대형차, 기차, 배",521020
481,PRVA,Privia Health Group Inc,헬스케어 업체 및 서비스,561020
482,WOOF,Petco Health and Wellness Company Inc Class A,전문품 상점,534030
483,AY,Atlantica Sustainable Infrastructure PLC,전기 유틸리티,591010
484,FRPT,Freshpet Inc,식품 및 담배,541020
485,ESGR,Enstar Group Ltd,보험,553010
486,STNE,StoneCo Ltd Class A,핀테크,573010
487,WB,Weibo Corp ADR Class A,소프트웨어 및 IT서비스,572010
488,AXNX,Axonics Inc,헬스케어 장비 및 용품,561010
489,BLKB,Blackbaud Inc,소프트웨어 및 IT서비스,572010
490,EYE,National Vision Holdings Inc,전문품 상점,534030
491,PACW,PacWest Bancorp,은행,551010
492,FULT,Fulton Financial Corp,은행,551010
493,NWE,NorthWestern Corp,전기 유틸리티,591010
494,FOLD,Amicus Therapeutics Inc,생명과학 및 메디컬 리서치,562020
495,SSRM,SSR Mining Inc,메탈&마이닝,512010
496,BEAM,Beam Therapeutics Inc,생명과학 및 메디컬 리서치,562020
497,MMYT,MakeMyTrip Ltd,호텔 및 엔터테인먼트,533010
498,SFNC,Simmons First National Corp Class A,은행,551010
499,RCM,R1 RCM Holdco Inc,헬스케어 업체 및 서비스,561020
500,TCBI,Texas Capital Bancshares Inc,은행,551010
501,PAAS,Pan American Silver Corp,메탈&마이닝,512010
502,FOCS,Focus Financial Partners Inc Class A,투자은행 및 서비스,551020
503,ARRY,Array Technologies Inc,재생에너지,502010
504,AHCO,Adapthealth Corp,헬스케어 장비 및 용품,561010
505,COOP,Mr Cooper Group Inc,은행,551010
506,STAA,STAAR Surgical Co,헬스케어 장비 및 용품,561010
507,WSFS,WSFS Financial Corp,은행,551010
508,GT,Goodyear Tire & Rubber Co,자동차 및 자동차 부품,531010
509,SBRA,Sabra Health Care REIT Inc,주택 및 상업용 리츠,601020
510,FWRD,Forward Air Corp,화물 및 물류 서비스,524050
511,PEGA,Pegasystems Inc,소프트웨어 및 IT서비스,572010
512,WFRD,Weatherford International PLC,오일 및 가스 장비 및 서비스,501030
513,ZLAB,Zai Lab Ltd ADR,제약,562010
514,HLIO,Helios Technologies Inc,"건설장비 및 대형차, 기차, 배",521020
515,CVLT,Commvault Systems Inc,소프트웨어 및 IT서비스,572010
516,MRCY,Mercury Systems Inc,우주항공 및 국방,521010
517,IRTC,iRhythm Technologies Inc,헬스케어 장비 및 용품,561010
518,NCNO,nCino Inc,소프트웨어 및 IT서비스,572010
519,PLXS,Plexus Corp,전자 장비 및 부품,571040
520,PSEC,Prospect Capital Corp,다양한 금융서비스,555010
521,TRIP,Tripadvisor Inc,호텔 및 엔터테인먼트,533010
522,ULCC,Frontier Group Holdings Inc,운송업,524060
523,MLCO,Melco Resorts & Entertainment Ltd ADR,호텔 및 엔터테인먼트,533010
524,AMED,Amedisys Inc,헬스케어 업체 및 서비스,561020
525,PZZA,Papa John's International Inc,호텔 및 엔터테인먼트,533010
526,PI,Impinj Inc,반도체 및 반도체 장비,571010
527,GO,Grocery Outlet Holding Corp,식품 및 약품소매,543010
528,OMAB,Grupo Aeroportuario del Centro Norte SAB de CV ADR Series B,운송 인프라,524070
529,APPN,Appian Corp Class A,소프트웨어 및 IT서비스,572010
530,INMD,Inmode Ltd,헬스케어 장비 및 용품,561010
531,LESL,Leslie's Inc,전문품 상점,534030
532,AAWW,Atlas Air Worldwide Holdings Inc,화물 및 물류 서비스,524050
533,CVT,Cvent Holding Corp,소프트웨어 및 IT서비스,572010
534,ARLP,Alliance Resource Partners Units,석탄,501010
535,LAZR,Luminar Technologies Inc Class A,자동차 및 자동차 부품,531010
536,VERX,Vertex Inc Class A,소프트웨어 및 IT서비스,572010
537,CORT,Corcept Therapeutics Inc,제약,562010
538,PDCO,Patterson Companies Inc,헬스케어 장비 및 용품,561010
539,SRAD,Sportradar Group AG Class A,소프트웨어 및 IT서비스,572010
540,MXL,Maxlinear Inc,반도체 및 반도체 장비,571010
541,COLB,Columbia Banking System Inc,은행,551010
542,PRTA,Prothena Corporation PLC,생명과학 및 메디컬 리서치,562020
543,JJSF,J & J Snack Foods Corp,식품 및 담배,541020
544,CCOI,Cogent Communications Holdings Inc,통신 서비스,574010
545,ALRM,Alarm.com Holdings Inc,소프트웨어 및 IT서비스,572010
546,IBTX,Independent Bank Group Inc,은행,551010
547,HUBG,Hub Group Inc Class A,화물 및 물류 서비스,524050
548,PTCT,PTC Therapeutics Inc,생명과학 및 메디컬 리서치,562020
549,GLPG,Galapagos NV ADR,생명과학 및 메디컬 리서치,562020
550,LIVN,LivaNova PLC,헬스케어 장비 및 용품,561010
551,MEOH,Methanex Corp,화학,511010
552,IOSP,Innospec Inc,화학,511010
553,FLNC,Fluence Energy Inc Class A,"건설장비 및 대형차, 기차, 배",521020
554,KLIC,Kulicke and Soffa Industries Inc,반도체 및 반도체 장비,571010
555,WIRE,Encore Wire Corp,"건설장비 및 대형차, 기차, 배",521020
556,GLNG,Golar LNG Ltd,오일 및 가스 장비 및 서비스,501030
557,CRVL,CorVel Corp,헬스케어 업체 및 서비스,561020
558,ACAD,ACADIA Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
559,FRME,First Merchants Corp,은행,551010
560,AUB,Atlantic Union Bankshares Corp,은행,551010
561,DORM,Dorman Products Inc,자동차 및 자동차 부품,531010
562,RARE,Ultragenyx Pharmaceutical Inc,생명과학 및 메디컬 리서치,562020
563,IPAR,Inter Parfums Inc,"개인, 가정 용품 및 서비스",542010
564,JAMF,Jamf Holding Corp,소프트웨어 및 IT서비스,572010
565,INSM,Insmed Inc,생명과학 및 메디컬 리서치,562020
566,IMCR,Immunocore Holdings PLC ADR,생명과학 및 메디컬 리서치,562020
567,JBLU,JetBlue Airways Corp,운송업,524060
568,BPMC,Blueprint Medicines Corp,생명과학 및 메디컬 리서치,562020
569,SGRY,Surgery Partners Inc,헬스케어 업체 및 서비스,561020
570,CBRL,Cracker Barrel Old Country Store Inc,호텔 및 엔터테인먼트,533010
571,HPK,Highpeak Energy Inc,오일 및 가스 장비 및 서비스,501030
572,TWKS,Thoughtworks Holding Inc,소프트웨어 및 IT서비스,572010
573,WERN,Werner Enterprises Inc,화물 및 물류 서비스,524050
574,MGEE,MGE Energy Inc,전기 유틸리티,591010
575,CSQ,Calamos Strategic Total Return Closed Fund,다양한 금융서비스,555010
576,WAFD,Washington Federal Inc,은행,551010
577,MGPI,MGP Ingredients Inc,음료,541010
578,CALM,Cal-Maine Foods Inc,식품 및 담배,541020
579,AXSM,Axsome Therapeutics Inc,생명과학 및 메디컬 리서치,562020
580,PAGP,Plains GP Holdings LP Class A,오일 및 가스 장비 및 서비스,501030
581,BRZE,Braze Inc Class A,소프트웨어 및 IT서비스,572010
582,NVMI,Nova Ltd,반도체 및 반도체 장비,571010
583,NTCT,Netscout Systems Inc,소프트웨어 및 IT서비스,572010
584,RKLB,Rocket Lab USA Inc Class A,우주항공 및 국방,521010
585,OZON,Ozon Holdings PLC ADR,다양한 소매업,534020
586,VIAV,Viavi Solutions Inc,커뮤니케이션 및 네트워킹,571020
587,SHOO,Steven Madden Ltd,섬유 및 의류,532020
588,TNDM,Tandem Diabetes Care Inc,헬스케어 장비 및 용품,561010
589,ALHC,Alignment Healthcare Inc,헬스케어 업체 및 서비스,561020
590,VSAT,Viasat Inc,커뮤니케이션 및 네트워킹,571020
591,FFBC,First Financial Bancorp,은행,551010
592,PROK,ProKidney Corp Class A,생명과학 및 메디컬 리서치,562020
593,PRFT,Perficient Inc,소프트웨어 및 IT서비스,572010
594,ACLS,Axcelis Technologies Inc,반도체 및 반도체 장비,571010
595,BANR,Banner Corp,은행,551010
596,ITRI,Itron Inc,"건설장비 및 대형차, 기차, 배",521020
597,WSBC,WesBanco Inc,은행,551010
598,ARVN,Arvinas Inc,생명과학 및 메디컬 리서치,562020
599,MGRC,McGrath RentCorp,전문 및 상업 서비스,522030
600,RLAY,Relay Therapeutics Inc,생명과학 및 메디컬 리서치,562020
601,BCRX,BioCryst Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
602,EXTR,Extreme Networks Inc,커뮤니케이션 및 네트워킹,571020
603,PCRX,Pacira Biosciences Inc,제약,562010
604,TOWN,TowneBank,은행,551010
605,FLYW,Flywire Corp,전문 및 상업 서비스,522030
606,CRCT,Cricut Inc Class A,통합 하드웨어 및 소프트웨어,571070
607,CERT,Certara Inc,소프트웨어 및 IT서비스,572010
608,VRNT,Verint Systems Inc,소프트웨어 및 IT서비스,572010
609,THRM,Gentherm Inc,자동차 및 자동차 부품,531010
610,DNUT,Krispy Kreme Inc,호텔 및 엔터테인먼트,533010
611,CSIQ,Canadian Solar Inc,재생에너지,502010
612,OLK,Olink Holding AB (publ) ADR,사무기기,571050
613,TLRY,Tilray Brands Inc,제약,562010
614,CLBK,Columbia Financial Inc,은행,551010
615,OTTR,Otter Tail Corp,전기 유틸리티,591010
616,AMLX,Amylyx Pharmaceuticals Inc,제약,562010
617,AMBA,Ambarella Inc,반도체 및 반도체 장비,571010
618,UDMY,Udemy Inc,소프트웨어 및 IT서비스,572010
619,VICR,Vicor Corp,"건설장비 및 대형차, 기차, 배",521020
620,XRX,Xerox Holdings Corp,사무기기,571050
621,ISEE,IVERIC bio Inc,생명과학 및 메디컬 리서치,562020
622,TRMK,Trustmark Corp,은행,551010
623,HTIA,HEALTHCARE Perpetual Pref Shs Series A,주택 및 상업용 리츠,601020
624,AVAV,AeroVironment Inc,우주항공 및 국방,521010
625,RNST,Renasant Corp,은행,551010
626,NVEE,NV5 Global Inc,건설 및 엔지니어링,522010
627,HELE,Helen of Troy Ltd,가정용품,532040
628,ACIW,ACI Worldwide Inc,핀테크,573010
629,WDFC,WD-40 Co,"개인, 가정 용품 및 서비스",542010
630,TRMD,Torm PLC Class A,오일 및 가스 장비 및 서비스,501030
631,ZG,Zillow Group Inc Class A,부동산 운영 관리,601010
632,URBN,Urban Outfitters Inc,전문품 상점,534030
633,GBDC,Golub Capital Bdc Inc,투자은행 및 서비스,551020
634,PACB,Pacific Biosciences of California Inc,헬스케어 장비 및 용품,561010
635,TRUP,Trupanion Inc,보험,553010
636,OMCL,Omnicell Inc,헬스케어 장비 및 용품,561010
637,SITM,SiTime Corp,반도체 및 반도체 장비,571010
638,TIGO,Millicom International Cellular SA,통신 서비스,574010
639,PRGS,Progress Software Corp,소프트웨어 및 IT서비스,572010
640,PSMT,PriceSmart Inc,다양한 소매업,534020
641,SYBT,Stock Yards Bancorp Inc,은행,551010
642,FROG,Jfrog Ltd,소프트웨어 및 IT서비스,572010
643,LGIH,LGI Homes Inc,주택건설,532030
644,STGW,Stagwell Inc Class A,미디어 및 출판,533020
645,CD,Chindata Group Holdings Ltd ADR,소프트웨어 및 IT서비스,572010
646,SRNG,Soaring Eagle Acquisition Corp Class A,기타 금융업,556010
647,VRNS,Varonis Systems Inc,소프트웨어 및 IT서비스,572010
648,VCTR,Victory Capital Holdings Inc Class A,투자은행 및 서비스,551020
649,XENE,Xenon Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
650,HTLF,Heartland Financial USA Inc,은행,551010
651,NAVI,Navient Corp,은행,551010
652,TASK,Taskus Inc Class A,전문 및 상업 서비스,522030
653,RUSHA,Rush Enterprises Inc Class A,전문품 상점,534030
654,TLND,Talend SA ADR,소프트웨어 및 IT서비스,572010
655,BLMN,Bloomin' Brands Inc,호텔 및 엔터테인먼트,533010
656,TTEC,TTEC Holdings Inc,소프트웨어 및 IT서비스,572010
657,VRRM,Verra Mobility Corp Class A,전문 및 상업 서비스,522030
658,QFIN,360 DigiTech Inc ADR,은행,551010
659,RXRX,Recursion Pharmaceuticals Inc Class A,생명과학 및 메디컬 리서치,562020
660,ATSG,Air Transport Services Group Inc,화물 및 물류 서비스,524050
661,SONO,Sonos Inc,"컴퓨터, 전화 및 가전제품",571060
662,GDS,GDS Holdings Ltd ADR,소프트웨어 및 IT서비스,572010
663,IBRX,Immunitybio Inc,생명과학 및 메디컬 리서치,562020
664,CRDO,Credo Technology Group Holding Ltd,반도체 및 반도체 장비,571010
665,CVCO,Cavco Industries Inc,주택건설,532030
666,SAGE,SAGE Therapeutics Inc,생명과학 및 메디컬 리서치,562020
667,GPRE,Green Plains Inc,재생에너지,502010
668,LFST,Lifestance Health Group Inc,헬스케어 업체 및 서비스,561020
669,ICFI,ICF International Inc,전문 및 상업 서비스,522030
670,PTVE,Pactiv Evergreen Inc,용기 및 포장,513020
671,GTXAP,GARRETT MOTION Pref Shs,자동차 및 자동차 부품,531010
672,AMEH,Apollo Medical Holdings Inc,헬스케어 업체 및 서비스,561020
673,RXDX,Prometheus Biosciences Inc,생명과학 및 메디컬 리서치,562020
674,NBTB,NBT Bancorp Inc,은행,551010
675,SBLK,Star Bulk Carriers Corp,화물 및 물류 서비스,524050
676,FATE,Fate Therapeutics Inc,생명과학 및 메디컬 리서치,562020
677,AUR,Aurora Innovation Inc Class A,소프트웨어 및 IT서비스,572010
678,ODP,ODP Corp,전문품 상점,534030
679,PAX,Patria Investments Ltd Class A,투자은행 및 서비스,551020
680,ENVX,Enovix Corp,"건설장비 및 대형차, 기차, 배",521020
681,LAUR,Laureate Education Inc,교육서비스,631010
682,LKFN,Lakeland Financial Corp,은행,551010
683,PAYO,Payoneer Global Inc,전문 및 상업 서비스,522030
684,MDRX,Allscripts Healthcare Solutions Inc,헬스케어 장비 및 용품,561010
685,SBCF,Seacoast Banking Corporation of Florida,은행,551010
686,VCYT,Veracyte Inc,생명과학 및 메디컬 리서치,562020
687,ATRC,AtriCure Inc,헬스케어 장비 및 용품,561010
688,YY,JOYY Inc ADR,소프트웨어 및 IT서비스,572010
689,KRYS,Krystal Biotech Inc,생명과학 및 메디컬 리서치,562020
690,PRCT,Procept Biorobotics Corp,헬스케어 장비 및 용품,561010
691,FTDR,Frontdoor Inc,"개인, 가정 용품 및 서비스",542010
692,ARCB,ArcBest Corp,화물 및 물류 서비스,524050
693,GDRX,Goodrx Holdings Inc Class A,소프트웨어 및 IT서비스,572010
694,NUVA,NuVasive Inc,헬스케어 장비 및 용품,561010
695,SHC,Sotera Health Co,전문 및 상업 서비스,522030
696,SIMO,Silicon Motion Technology Corp ADR,반도체 및 반도체 장비,571010
697,EFSC,Enterprise Financial Services Corp,은행,551010
698,GOGO,Gogo Inc,통신 서비스,574010
699,CTKB,Cytek Biosciences Inc,헬스케어 장비 및 용품,561010
700,PRME,Prime Medicine Inc,생명과학 및 메디컬 리서치,562020
701,STRA,Strategic Education Inc,교육서비스,631010
702,TCBK,Trico Bancshares,은행,551010
703,SNEX,Stonex Group Inc,투자은행 및 서비스,551020
704,EXPI,eXp World Holdings Inc,부동산 운영 관리,601010
705,XMTR,Xometry Inc Class A,소프트웨어 및 IT서비스,572010
706,PLAY,Dave & Buster's Entertainment Inc,호텔 및 엔터테인먼트,533010
707,ROIC,Retail Opportunity Investments Corp,주택 및 상업용 리츠,601020
708,FA,First Advantage Corp,전문 및 상업 서비스,522030
709,NWBI,Northwest Bancshares Inc,은행,551010
710,EVGO,EVgo Inc Class A,전기 유틸리티,591010
711,TWST,Twist Bioscience Corp,제약,562010
712,RVMD,Revolution Medicines Inc,생명과학 및 메디컬 리서치,562020
713,EQRX,EQRx Inc,생명과학 및 메디컬 리서치,562020
714,SMTC,Semtech Corp,반도체 및 반도체 장비,571010
715,RVNC,Revance Therapeutics Inc,생명과학 및 메디컬 리서치,562020
716,NMIH,NMI Holdings Inc Class A,보험,553010
717,DSEY,Diversey Holdings Ltd,화학,511010
718,GRFS,Grifols SA ADR Class B,제약,562010
719,CSGS,CSG Systems International Inc,소프트웨어 및 IT서비스,572010
720,GOGL,Golden Ocean Group Ltd,화물 및 물류 서비스,524050
